space_id,filename,width,height,class,xmin,ymin,xmax,ymax
59,images\train\2012-09-12_12_22_10.jpg,37,51,occupied,767,310,804,362
60,images\train\2012-09-12_12_22_10.jpg,50,40,occupied,808,308,848,360
61,images\train\2012-09-12_12_22_10.jpg,37,51,occupied,851,311,891,362
62,images\train\2012-09-12_12_22_10.jpg,41,46,empty,888,311,934,359
63,images\train\2012-09-12_12_22_10.jpg,39,49,occupied,934,309,976,362
64,images\train\2012-09-12_12_22_10.jpg,42,55,occupied,1015,307,980,360
65,images\train\2012-09-12_12_22_10.jpg,39,50,occupied,1017,311,1062,360
66,images\train\2012-09-12_12_22_10.jpg,45,55,occupied,1059,304,1113,358
67,images\train\2012-09-12_12_22_10.jpg,68,39,empty,127,413,185,473
68,images\train\2012-09-12_12_22_10.jpg,67,43,empty,165,417,223,473
69,images\train\2012-09-12_12_22_10.jpg,66,44,occupied,211,417,268,474
70,images\train\2012-09-12_12_22_10.jpg,65,40,occupied,254,416,307,472
71,images\train\2012-09-12_12_22_10.jpg,63,41,occupied,295,421,349,475
72,images\train\2012-09-12_12_22_10.jpg,58,40,occupied,362,420,412,471
73,images\train\2012-09-12_12_22_10.jpg,58,48,occupied,405,416,457,472
74,images\train\2012-09-12_12_22_10.jpg,64,49,empty,446,416,508,477
75,images\train\2012-09-12_12_22_10.jpg,62,42,occupied,492,418,545,475
76,images\train\2012-09-12_12_22_10.jpg,63,45,occupied,535,420,588,478
77,images\train\2012-09-12_12_22_10.jpg,58,44,occupied,580,419,626,477
78,images\train\2012-09-12_12_22_10.jpg,67,40,occupied,625,418,672,481
79,images\train\2012-09-12_12_22_10.jpg,56,46,occupied,669,419,717,475
80,images\train\2012-09-12_12_22_10.jpg,43,61,empty,718,417,764,479
81,images\train\2012-09-12_12_22_10.jpg,46,59,occupied,763,417,809,476
82,images\train\2012-09-12_12_22_10.jpg,46,59,occupied,811,421,858,480
83,images\train\2012-09-12_12_22_10.jpg,45,62,occupied,856,422,909,482
84,images\train\2012-09-12_12_22_10.jpg,47,59,empty,903,421,957,480
85,images\train\2012-09-12_12_22_10.jpg,46,65,empty,1004,418,990,482
86,images\train\2012-09-12_12_22_10.jpg,45,69,empty,1009,419,997,485
87,images\train\2012-09-12_12_22_10.jpg,40,68,empty,1045,417,1098,481
88,images\train\2012-09-12_12_22_10.jpg,46,67,occupied,1089,416,1151,479
89,images\train\2012-09-12_12_22_10.jpg,75,36,occupied,110,501,83,555
90,images\train\2012-09-12_12_22_10.jpg,73,52,empty,109,500,87,561
91,images\train\2012-09-12_12_22_10.jpg,75,49,occupied,141,501,211,563
92,images\train\2012-09-12_12_22_10.jpg,82,54,occupied,188,500,264,564
93,images\train\2012-09-12_12_22_10.jpg,68,54,empty,246,497,315,564
94,images\train\2012-09-12_12_22_10.jpg,71,56,empty,295,499,363,562
95,images\train\2012-09-12_12_22_10.jpg,69,54,empty,351,501,418,558
96,images\train\2012-09-12_12_22_10.jpg,67,53,empty,408,504,475,561
97,images\train\2012-09-12_12_22_10.jpg,70,54,empty,461,507,527,567
98,images\train\2012-09-12_12_22_10.jpg,64,55,empty,518,504,581,563
99,images\train\2012-09-12_12_22_10.jpg,64,47,occupied,576,505,629,567
100,images\train\2012-09-12_12_22_10.jpg,65,54,occupied,624,507,683,570
1,images\train\2012-09-12_12_27_24.jpg,55,32,empty,278,185,324,230
2,images\train\2012-09-12_12_27_24.jpg,56,33,occupied,310,185,355,233
3,images\train\2012-09-12_12_27_24.jpg,52,32,empty,345,185,388,233
4,images\train\2012-09-12_12_27_24.jpg,54,36,empty,375,184,421,232
5,images\train\2012-09-12_12_27_24.jpg,50,31,empty,409,187,452,232
6,images\train\2012-09-12_12_27_24.jpg,49,32,empty,461,184,503,230
7,images\train\2012-09-12_12_27_24.jpg,43,30,occupied,500,186,535,229
8,images\train\2012-09-12_12_27_24.jpg,48,28,occupied,534,186,567,232
9,images\train\2012-09-12_12_27_24.jpg,47,31,occupied,565,184,599,230
10,images\train\2012-09-12_12_27_24.jpg,44,32,empty,598,186,634,230
11,images\train\2012-09-12_12_27_24.jpg,37,32,empty,632,187,664,226
12,images\train\2012-09-12_12_27_24.jpg,39,34,occupied,665,186,699,227
13,images\train\2012-09-12_12_27_24.jpg,32,38,empty,702,184,734,222
14,images\train\2012-09-12_12_27_24.jpg,43,36,occupied,735,182,772,225
15,images\train\2012-09-12_12_27_24.jpg,32,43,empty,775,182,807,225
16,images\train\2012-09-12_12_27_24.jpg,32,40,empty,807,183,842,222
17,images\train\2012-09-12_12_27_24.jpg,34,39,empty,844,183,879,222
18,images\train\2012-09-12_12_27_24.jpg,35,36,occupied,880,182,915,219
19,images\train\2012-09-12_12_27_24.jpg,38,40,occupied,917,182,956,222
20,images\train\2012-09-12_12_27_24.jpg,32,46,occupied,956,177,992,222
21,images\train\2012-09-12_12_27_24.jpg,34,43,occupied,1022,180,993,219
22,images\train\2012-09-12_12_27_24.jpg,38,48,empty,1022,175,1068,220
23,images\train\2012-09-12_12_27_24.jpg,57,34,empty,226,267,280,310
24,images\train\2012-09-12_12_27_24.jpg,57,33,empty,259,265,312,310
25,images\train\2012-09-12_12_27_24.jpg,49,35,occupied,295,266,344,312
26,images\train\2012-09-12_12_27_24.jpg,52,38,occupied,335,268,386,310
27,images\train\2012-09-12_12_27_24.jpg,46,36,empty,377,268,424,312
28,images\train\2012-09-12_12_27_24.jpg,41,39,occupied,426,269,471,310
29,images\train\2012-09-12_12_27_24.jpg,44,40,occupied,458,267,503,311
30,images\train\2012-09-12_12_27_24.jpg,47,35,empty,503,264,546,306
31,images\train\2012-09-12_12_27_24.jpg,42,38,empty,537,266,580,307
32,images\train\2012-09-12_12_27_24.jpg,47,39,empty,573,263,618,308
33,images\train\2012-09-12_12_27_24.jpg,47,35,empty,614,263,655,307
34,images\train\2012-09-12_12_27_24.jpg,43,38,occupied,648,264,688,307
35,images\train\2012-09-12_12_27_24.jpg,49,37,occupied,689,260,727,309
36,images\train\2012-09-12_12_27_24.jpg,43,37,empty,728,264,766,307
37,images\train\2012-09-12_12_27_24.jpg,47,40,empty,763,260,807,306
38,images\train\2012-09-12_12_27_24.jpg,39,50,occupied,809,254,848,306
39,images\train\2012-09-12_12_27_24.jpg,40,53,occupied,849,257,889,310
40,images\train\2012-09-12_12_27_24.jpg,42,52,empty,885,254,931,307
41,images\train\2012-09-12_12_27_24.jpg,37,48,empty,928,257,969,307
42,images\train\2012-09-12_12_27_24.jpg,43,49,empty,1001,255,971,309
43,images\train\2012-09-12_12_27_24.jpg,37,50,occupied,1011,256,1054,307
44,images\train\2012-09-12_12_27_24.jpg,42,51,empty,1051,258,1098,306
45,images\train\2012-09-12_12_27_24.jpg,59,37,occupied,202,304,249,361
46,images\train\2012-09-12_12_27_24.jpg,70,39,empty,234,305,291,363
47,images\train\2012-09-12_12_27_24.jpg,67,37,empty,272,301,323,361
48,images\train\2012-09-12_12_27_24.jpg,67,37,occupied,307,308,359,365
49,images\train\2012-09-12_12_27_24.jpg,65,36,occupied,349,306,396,364
50,images\train\2012-09-12_12_27_24.jpg,61,32,occupied,410,307,449,368
51,images\train\2012-09-12_12_27_24.jpg,67,40,occupied,443,306,497,366
52,images\train\2012-09-12_12_27_24.jpg,63,36,empty,481,309,529,365
53,images\train\2012-09-12_12_27_24.jpg,62,39,empty,523,304,571,364
54,images\train\2012-09-12_12_27_24.jpg,39,54,empty,565,310,604,364
55,images\train\2012-09-12_12_27_24.jpg,53,38,occupied,606,310,648,364
56,images\train\2012-09-12_12_27_24.jpg,42,51,occupied,643,312,685,363
57,images\train\2012-09-12_12_27_24.jpg,51,32,empty,690,310,724,361
58,images\train\2012-09-12_12_27_24.jpg,48,39,occupied,725,311,766,362
59,images\train\2012-09-12_12_27_24.jpg,37,51,occupied,767,310,804,362
60,images\train\2012-09-12_12_27_24.jpg,50,40,occupied,808,308,848,360
61,images\train\2012-09-12_12_27_24.jpg,37,51,occupied,851,311,891,362
62,images\train\2012-09-12_12_27_24.jpg,41,46,empty,888,311,934,359
63,images\train\2012-09-12_12_27_24.jpg,39,49,occupied,934,309,976,362
64,images\train\2012-09-12_12_27_24.jpg,42,55,occupied,1015,307,980,360
65,images\train\2012-09-12_12_27_24.jpg,39,50,occupied,1017,311,1062,360
66,images\train\2012-09-12_12_27_24.jpg,45,55,occupied,1059,304,1113,358
67,images\train\2012-09-12_12_27_24.jpg,68,39,empty,127,413,185,473
68,images\train\2012-09-12_12_27_24.jpg,67,43,empty,165,417,223,473
69,images\train\2012-09-12_12_27_24.jpg,66,44,occupied,211,417,268,474
70,images\train\2012-09-12_12_27_24.jpg,65,40,occupied,254,416,307,472
71,images\train\2012-09-12_12_27_24.jpg,63,41,occupied,295,421,349,475
72,images\train\2012-09-12_12_27_24.jpg,58,40,occupied,362,420,412,471
73,images\train\2012-09-12_12_27_24.jpg,58,48,occupied,405,416,457,472
74,images\train\2012-09-12_12_27_24.jpg,64,49,empty,446,416,508,477
75,images\train\2012-09-12_12_27_24.jpg,62,42,occupied,492,418,545,475
76,images\train\2012-09-12_12_27_24.jpg,63,45,occupied,535,420,588,478
77,images\train\2012-09-12_12_27_24.jpg,58,44,occupied,580,419,626,477
78,images\train\2012-09-12_12_27_24.jpg,67,40,occupied,625,418,672,481
79,images\train\2012-09-12_12_27_24.jpg,56,46,occupied,669,419,717,475
80,images\train\2012-09-12_12_27_24.jpg,43,61,empty,718,417,764,479
81,images\train\2012-09-12_12_27_24.jpg,46,59,occupied,763,417,809,476
82,images\train\2012-09-12_12_27_24.jpg,46,59,occupied,811,421,858,480
83,images\train\2012-09-12_12_27_24.jpg,45,62,occupied,856,422,909,482
84,images\train\2012-09-12_12_27_24.jpg,47,59,empty,903,421,957,480
85,images\train\2012-09-12_12_27_24.jpg,46,65,empty,1004,418,990,482
86,images\train\2012-09-12_12_27_24.jpg,45,69,empty,1009,419,997,485
87,images\train\2012-09-12_12_27_24.jpg,40,68,empty,1045,417,1098,481
88,images\train\2012-09-12_12_27_24.jpg,46,67,occupied,1089,416,1151,479
89,images\train\2012-09-12_12_27_24.jpg,75,36,occupied,110,501,83,555
90,images\train\2012-09-12_12_27_24.jpg,73,52,empty,109,500,87,561
91,images\train\2012-09-12_12_27_24.jpg,75,49,occupied,141,501,211,563
92,images\train\2012-09-12_12_27_24.jpg,82,54,occupied,188,500,264,564
93,images\train\2012-09-12_12_27_24.jpg,68,54,empty,246,497,315,564
94,images\train\2012-09-12_12_27_24.jpg,71,56,empty,295,499,363,562
95,images\train\2012-09-12_12_27_24.jpg,69,54,empty,351,501,418,558
96,images\train\2012-09-12_12_27_24.jpg,67,53,empty,408,504,475,561
97,images\train\2012-09-12_12_27_24.jpg,70,54,empty,461,507,527,567
98,images\train\2012-09-12_12_27_24.jpg,64,55,empty,518,504,581,563
99,images\train\2012-09-12_12_27_24.jpg,64,47,occupied,576,505,629,567
100,images\train\2012-09-12_12_27_24.jpg,65,54,empty,624,507,683,570
1,images\train\2012-09-12_12_32_38.jpg,55,32,empty,278,185,324,230
2,images\train\2012-09-12_12_32_38.jpg,56,33,occupied,310,185,355,233
3,images\train\2012-09-12_12_32_38.jpg,52,32,empty,345,185,388,233
4,images\train\2012-09-12_12_32_38.jpg,54,36,empty,375,184,421,232
5,images\train\2012-09-12_12_32_38.jpg,50,31,empty,409,187,452,232
6,images\train\2012-09-12_12_32_38.jpg,49,32,empty,461,184,503,230
7,images\train\2012-09-12_12_32_38.jpg,43,30,occupied,500,186,535,229
8,images\train\2012-09-12_12_32_38.jpg,48,28,occupied,534,186,567,232
9,images\train\2012-09-12_12_32_38.jpg,47,31,occupied,565,184,599,230
10,images\train\2012-09-12_12_32_38.jpg,44,32,empty,598,186,634,230
11,images\train\2012-09-12_12_32_38.jpg,37,32,empty,632,187,664,226
12,images\train\2012-09-12_12_32_38.jpg,39,34,occupied,665,186,699,227
13,images\train\2012-09-12_12_32_38.jpg,32,38,empty,702,184,734,222
14,images\train\2012-09-12_12_32_38.jpg,43,36,occupied,735,182,772,225
15,images\train\2012-09-12_12_32_38.jpg,32,43,empty,775,182,807,225
16,images\train\2012-09-12_12_32_38.jpg,32,40,empty,807,183,842,222
17,images\train\2012-09-12_12_32_38.jpg,34,39,empty,844,183,879,222
18,images\train\2012-09-12_12_32_38.jpg,35,36,occupied,880,182,915,219
19,images\train\2012-09-12_12_32_38.jpg,38,40,occupied,917,182,956,222
20,images\train\2012-09-12_12_32_38.jpg,32,46,occupied,956,177,992,222
21,images\train\2012-09-12_12_32_38.jpg,34,43,occupied,1022,180,993,219
22,images\train\2012-09-12_12_32_38.jpg,38,48,empty,1022,175,1068,220
23,images\train\2012-09-12_12_32_38.jpg,57,34,empty,226,267,280,310
24,images\train\2012-09-12_12_32_38.jpg,57,33,empty,259,265,312,310
25,images\train\2012-09-12_12_32_38.jpg,49,35,occupied,295,266,344,312
26,images\train\2012-09-12_12_32_38.jpg,52,38,occupied,335,268,386,310
27,images\train\2012-09-12_12_32_38.jpg,46,36,empty,377,268,424,312
28,images\train\2012-09-12_12_32_38.jpg,41,39,occupied,426,269,471,310
29,images\train\2012-09-12_12_32_38.jpg,44,40,occupied,458,267,503,311
30,images\train\2012-09-12_12_32_38.jpg,47,35,empty,503,264,546,306
31,images\train\2012-09-12_12_32_38.jpg,42,38,empty,537,266,580,307
32,images\train\2012-09-12_12_32_38.jpg,47,39,empty,573,263,618,308
33,images\train\2012-09-12_12_32_38.jpg,47,35,empty,614,263,655,307
34,images\train\2012-09-12_12_32_38.jpg,43,38,occupied,648,264,688,307
35,images\train\2012-09-12_12_32_38.jpg,49,37,occupied,689,260,727,309
36,images\train\2012-09-12_12_32_38.jpg,43,37,empty,728,264,766,307
37,images\train\2012-09-12_12_32_38.jpg,47,40,empty,763,260,807,306
38,images\train\2012-09-12_12_32_38.jpg,39,50,occupied,809,254,848,306
39,images\train\2012-09-12_12_32_38.jpg,40,53,occupied,849,257,889,310
40,images\train\2012-09-12_12_32_38.jpg,42,52,empty,885,254,931,307
41,images\train\2012-09-12_12_32_38.jpg,37,48,empty,928,257,969,307
42,images\train\2012-09-12_12_32_38.jpg,43,49,empty,1001,255,971,309
43,images\train\2012-09-12_12_32_38.jpg,37,50,empty,1011,256,1054,307
44,images\train\2012-09-12_12_32_38.jpg,42,51,empty,1051,258,1098,306
45,images\train\2012-09-12_12_32_38.jpg,59,37,occupied,202,304,249,361
46,images\train\2012-09-12_12_32_38.jpg,70,39,empty,234,305,291,363
47,images\train\2012-09-12_12_32_38.jpg,67,37,empty,272,301,323,361
48,images\train\2012-09-12_12_32_38.jpg,67,37,occupied,307,308,359,365
49,images\train\2012-09-12_12_32_38.jpg,65,36,occupied,349,306,396,364
50,images\train\2012-09-12_12_32_38.jpg,61,32,occupied,410,307,449,368
51,images\train\2012-09-12_12_32_38.jpg,67,40,occupied,443,306,497,366
52,images\train\2012-09-12_12_32_38.jpg,63,36,empty,481,309,529,365
53,images\train\2012-09-12_12_32_38.jpg,62,39,empty,523,304,571,364
54,images\train\2012-09-12_12_32_38.jpg,39,54,empty,565,310,604,364
55,images\train\2012-09-12_12_32_38.jpg,53,38,occupied,606,310,648,364
56,images\train\2012-09-12_12_32_38.jpg,42,51,occupied,643,312,685,363
57,images\train\2012-09-12_12_32_38.jpg,51,32,empty,690,310,724,361
58,images\train\2012-09-12_12_32_38.jpg,48,39,occupied,725,311,766,362
59,images\train\2012-09-12_12_32_38.jpg,37,51,empty,767,310,804,362
60,images\train\2012-09-12_12_32_38.jpg,50,40,empty,808,308,848,360
61,images\train\2012-09-12_12_32_38.jpg,37,51,occupied,851,311,891,362
62,images\train\2012-09-12_12_32_38.jpg,41,46,empty,888,311,934,359
63,images\train\2012-09-12_12_32_38.jpg,39,49,occupied,934,309,976,362
64,images\train\2012-09-12_12_32_38.jpg,42,55,occupied,1015,307,980,360
65,images\train\2012-09-12_12_32_38.jpg,39,50,occupied,1017,311,1062,360
66,images\train\2012-09-12_12_32_38.jpg,45,55,occupied,1059,304,1113,358
67,images\train\2012-09-12_12_32_38.jpg,68,39,empty,127,413,185,473
68,images\train\2012-09-12_12_32_38.jpg,67,43,empty,165,417,223,473
69,images\train\2012-09-12_12_32_38.jpg,66,44,occupied,211,417,268,474
70,images\train\2012-09-12_12_32_38.jpg,65,40,occupied,254,416,307,472
71,images\train\2012-09-12_12_32_38.jpg,63,41,occupied,295,421,349,475
72,images\train\2012-09-12_12_32_38.jpg,58,40,occupied,362,420,412,471
73,images\train\2012-09-12_12_32_38.jpg,58,48,occupied,405,416,457,472
74,images\train\2012-09-12_12_32_38.jpg,64,49,empty,446,416,508,477
75,images\train\2012-09-12_12_32_38.jpg,62,42,occupied,492,418,545,475
76,images\train\2012-09-12_12_32_38.jpg,63,45,empty,535,420,588,478
77,images\train\2012-09-12_12_32_38.jpg,58,44,occupied,580,419,626,477
78,images\train\2012-09-12_12_32_38.jpg,67,40,occupied,625,418,672,481
79,images\train\2012-09-12_12_32_38.jpg,56,46,empty,669,419,717,475
80,images\train\2012-09-12_12_32_38.jpg,43,61,empty,718,417,764,479
81,images\train\2012-09-12_12_32_38.jpg,46,59,occupied,763,417,809,476
82,images\train\2012-09-12_12_32_38.jpg,46,59,occupied,811,421,858,480
83,images\train\2012-09-12_12_32_38.jpg,45,62,occupied,856,422,909,482
84,images\train\2012-09-12_12_32_38.jpg,47,59,empty,903,421,957,480
85,images\train\2012-09-12_12_32_38.jpg,46,65,empty,1004,418,990,482
86,images\train\2012-09-12_12_32_38.jpg,45,69,empty,1009,419,997,485
87,images\train\2012-09-12_12_32_38.jpg,40,68,empty,1045,417,1098,481
88,images\train\2012-09-12_12_32_38.jpg,46,67,occupied,1089,416,1151,479
89,images\train\2012-09-12_12_32_38.jpg,75,36,occupied,110,501,83,555
90,images\train\2012-09-12_12_32_38.jpg,73,52,empty,109,500,87,561
91,images\train\2012-09-12_12_32_38.jpg,75,49,occupied,141,501,211,563
92,images\train\2012-09-12_12_32_38.jpg,82,54,occupied,188,500,264,564
93,images\train\2012-09-12_12_32_38.jpg,68,54,empty,246,497,315,564
94,images\train\2012-09-12_12_32_38.jpg,71,56,empty,295,499,363,562
95,images\train\2012-09-12_12_32_38.jpg,69,54,empty,351,501,418,558
96,images\train\2012-09-12_12_32_38.jpg,67,53,empty,408,504,475,561
97,images\train\2012-09-12_12_32_38.jpg,70,54,empty,461,507,527,567
98,images\train\2012-09-12_12_32_38.jpg,64,55,empty,518,504,581,563
99,images\train\2012-09-12_12_32_38.jpg,64,47,empty,576,505,629,567
100,images\train\2012-09-12_12_32_38.jpg,65,54,empty,624,507,683,570
1,images\train\2012-09-12_12_37_52.jpg,55,32,empty,278,185,324,230
2,images\train\2012-09-12_12_37_52.jpg,56,33,occupied,310,185,355,233
3,images\train\2012-09-12_12_37_52.jpg,52,32,empty,345,185,388,233
4,images\train\2012-09-12_12_37_52.jpg,54,36,empty,375,184,421,232
5,images\train\2012-09-12_12_37_52.jpg,50,31,empty,409,187,452,232
6,images\train\2012-09-12_12_37_52.jpg,49,32,empty,461,184,503,230
7,images\train\2012-09-12_12_37_52.jpg,43,30,occupied,500,186,535,229
8,images\train\2012-09-12_12_37_52.jpg,48,28,occupied,534,186,567,232
9,images\train\2012-09-12_12_37_52.jpg,47,31,occupied,565,184,599,230
10,images\train\2012-09-12_12_37_52.jpg,44,32,empty,598,186,634,230
11,images\train\2012-09-12_12_37_52.jpg,37,32,empty,632,187,664,226
12,images\train\2012-09-12_12_37_52.jpg,39,34,occupied,665,186,699,227
13,images\train\2012-09-12_12_37_52.jpg,32,38,empty,702,184,734,222
14,images\train\2012-09-12_12_37_52.jpg,43,36,occupied,735,182,772,225
15,images\train\2012-09-12_12_37_52.jpg,32,43,empty,775,182,807,225
16,images\train\2012-09-12_12_37_52.jpg,32,40,empty,807,183,842,222
17,images\train\2012-09-12_12_37_52.jpg,34,39,empty,844,183,879,222
18,images\train\2012-09-12_12_37_52.jpg,35,36,occupied,880,182,915,219
19,images\train\2012-09-12_12_37_52.jpg,38,40,occupied,917,182,956,222
20,images\train\2012-09-12_12_37_52.jpg,32,46,occupied,956,177,992,222
21,images\train\2012-09-12_12_37_52.jpg,34,43,occupied,1022,180,993,219
22,images\train\2012-09-12_12_37_52.jpg,38,48,empty,1022,175,1068,220
23,images\train\2012-09-12_12_37_52.jpg,57,34,empty,226,267,280,310
24,images\train\2012-09-12_12_37_52.jpg,57,33,empty,259,265,312,310
25,images\train\2012-09-12_12_37_52.jpg,49,35,occupied,295,266,344,312
26,images\train\2012-09-12_12_37_52.jpg,52,38,occupied,335,268,386,310
27,images\train\2012-09-12_12_37_52.jpg,46,36,empty,377,268,424,312
28,images\train\2012-09-12_12_37_52.jpg,41,39,occupied,426,269,471,310
29,images\train\2012-09-12_12_37_52.jpg,44,40,occupied,458,267,503,311
30,images\train\2012-09-12_12_37_52.jpg,47,35,empty,503,264,546,306
31,images\train\2012-09-12_12_37_52.jpg,42,38,empty,537,266,580,307
32,images\train\2012-09-12_12_37_52.jpg,47,39,empty,573,263,618,308
33,images\train\2012-09-12_12_37_52.jpg,47,35,empty,614,263,655,307
34,images\train\2012-09-12_12_37_52.jpg,43,38,occupied,648,264,688,307
35,images\train\2012-09-12_12_37_52.jpg,49,37,occupied,689,260,727,309
36,images\train\2012-09-12_12_37_52.jpg,43,37,empty,728,264,766,307
37,images\train\2012-09-12_12_37_52.jpg,47,40,empty,763,260,807,306
38,images\train\2012-09-12_12_37_52.jpg,39,50,occupied,809,254,848,306
39,images\train\2012-09-12_12_37_52.jpg,40,53,occupied,849,257,889,310
40,images\train\2012-09-12_12_37_52.jpg,42,52,empty,885,254,931,307
41,images\train\2012-09-12_12_37_52.jpg,37,48,empty,928,257,969,307
42,images\train\2012-09-12_12_37_52.jpg,43,49,empty,1001,255,971,309
43,images\train\2012-09-12_12_37_52.jpg,37,50,empty,1011,256,1054,307
44,images\train\2012-09-12_12_37_52.jpg,42,51,empty,1051,258,1098,306
45,images\train\2012-09-12_12_37_52.jpg,59,37,occupied,202,304,249,361
46,images\train\2012-09-12_12_37_52.jpg,70,39,empty,234,305,291,363
47,images\train\2012-09-12_12_37_52.jpg,67,37,empty,272,301,323,361
48,images\train\2012-09-12_12_37_52.jpg,67,37,occupied,307,308,359,365
49,images\train\2012-09-12_12_37_52.jpg,65,36,occupied,349,306,396,364
50,images\train\2012-09-12_12_37_52.jpg,61,32,occupied,410,307,449,368
51,images\train\2012-09-12_12_37_52.jpg,67,40,occupied,443,306,497,366
52,images\train\2012-09-12_12_37_52.jpg,63,36,empty,481,309,529,365
53,images\train\2012-09-12_12_37_52.jpg,62,39,empty,523,304,571,364
54,images\train\2012-09-12_12_37_52.jpg,39,54,empty,565,310,604,364
55,images\train\2012-09-12_12_37_52.jpg,53,38,occupied,606,310,648,364
56,images\train\2012-09-12_12_37_52.jpg,42,51,empty,643,312,685,363
57,images\train\2012-09-12_12_37_52.jpg,51,32,empty,690,310,724,361
58,images\train\2012-09-12_12_37_52.jpg,48,39,occupied,725,311,766,362
59,images\train\2012-09-12_12_37_52.jpg,37,51,empty,767,310,804,362
60,images\train\2012-09-12_12_37_52.jpg,50,40,empty,808,308,848,360
61,images\train\2012-09-12_12_37_52.jpg,37,51,occupied,851,311,891,362
62,images\train\2012-09-12_12_37_52.jpg,41,46,empty,888,311,934,359
63,images\train\2012-09-12_12_37_52.jpg,39,49,occupied,934,309,976,362
64,images\train\2012-09-12_12_37_52.jpg,42,55,occupied,1015,307,980,360
65,images\train\2012-09-12_12_37_52.jpg,39,50,occupied,1017,311,1062,360
66,images\train\2012-09-12_12_37_52.jpg,45,55,occupied,1059,304,1113,358
67,images\train\2012-09-12_12_37_52.jpg,68,39,empty,127,413,185,473
68,images\train\2012-09-12_12_37_52.jpg,67,43,empty,165,417,223,473
69,images\train\2012-09-12_12_37_52.jpg,66,44,occupied,211,417,268,474
70,images\train\2012-09-12_12_37_52.jpg,65,40,occupied,254,416,307,472
71,images\train\2012-09-12_12_37_52.jpg,63,41,occupied,295,421,349,475
72,images\train\2012-09-12_12_37_52.jpg,58,40,occupied,362,420,412,471
73,images\train\2012-09-12_12_37_52.jpg,58,48,occupied,405,416,457,472
74,images\train\2012-09-12_12_37_52.jpg,64,49,empty,446,416,508,477
75,images\train\2012-09-12_12_37_52.jpg,62,42,occupied,492,418,545,475
76,images\train\2012-09-12_12_37_52.jpg,63,45,empty,535,420,588,478
77,images\train\2012-09-12_12_37_52.jpg,58,44,occupied,580,419,626,477
78,images\train\2012-09-12_12_37_52.jpg,67,40,occupied,625,418,672,481
79,images\train\2012-09-12_12_37_52.jpg,56,46,empty,669,419,717,475
80,images\train\2012-09-12_12_37_52.jpg,43,61,empty,718,417,764,479
81,images\train\2012-09-12_12_37_52.jpg,46,59,occupied,763,417,809,476
82,images\train\2012-09-12_12_37_52.jpg,46,59,occupied,811,421,858,480
83,images\train\2012-09-12_12_37_52.jpg,45,62,occupied,856,422,909,482
84,images\train\2012-09-12_12_37_52.jpg,47,59,empty,903,421,957,480
85,images\train\2012-09-12_12_37_52.jpg,46,65,empty,1004,418,990,482
86,images\train\2012-09-12_12_37_52.jpg,45,69,empty,1009,419,997,485
87,images\train\2012-09-12_12_37_52.jpg,40,68,empty,1045,417,1098,481
88,images\train\2012-09-12_12_37_52.jpg,46,67,occupied,1089,416,1151,479
89,images\train\2012-09-12_12_37_52.jpg,75,36,occupied,110,501,83,555
90,images\train\2012-09-12_12_37_52.jpg,73,52,empty,109,500,87,561
91,images\train\2012-09-12_12_37_52.jpg,75,49,occupied,141,501,211,563
92,images\train\2012-09-12_12_37_52.jpg,82,54,occupied,188,500,264,564
93,images\train\2012-09-12_12_37_52.jpg,68,54,empty,246,497,315,564
94,images\train\2012-09-12_12_37_52.jpg,71,56,empty,295,499,363,562
95,images\train\2012-09-12_12_37_52.jpg,69,54,empty,351,501,418,558
96,images\train\2012-09-12_12_37_52.jpg,67,53,empty,408,504,475,561
97,images\train\2012-09-12_12_37_52.jpg,70,54,empty,461,507,527,567
98,images\train\2012-09-12_12_37_52.jpg,64,55,empty,518,504,581,563
99,images\train\2012-09-12_12_37_52.jpg,64,47,empty,576,505,629,567
100,images\train\2012-09-12_12_37_52.jpg,65,54,empty,624,507,683,570
1,images\train\2012-09-12_12_43_06.jpg,55,32,empty,278,185,324,230
2,images\train\2012-09-12_12_43_06.jpg,56,33,occupied,310,185,355,233
3,images\train\2012-09-12_12_43_06.jpg,52,32,empty,345,185,388,233
4,images\train\2012-09-12_12_43_06.jpg,54,36,empty,375,184,421,232
5,images\train\2012-09-12_12_43_06.jpg,50,31,empty,409,187,452,232
6,images\train\2012-09-12_12_43_06.jpg,49,32,empty,461,184,503,230
7,images\train\2012-09-12_12_43_06.jpg,43,30,empty,500,186,535,229
8,images\train\2012-09-12_12_43_06.jpg,48,28,empty,534,186,567,232
9,images\train\2012-09-12_12_43_06.jpg,47,31,occupied,565,184,599,230
10,images\train\2012-09-12_12_43_06.jpg,44,32,empty,598,186,634,230
11,images\train\2012-09-12_12_43_06.jpg,37,32,empty,632,187,664,226
12,images\train\2012-09-12_12_43_06.jpg,39,34,occupied,665,186,699,227
13,images\train\2012-09-12_12_43_06.jpg,32,38,empty,702,184,734,222
14,images\train\2012-09-12_12_43_06.jpg,43,36,occupied,735,182,772,225
15,images\train\2012-09-12_12_43_06.jpg,32,43,empty,775,182,807,225
16,images\train\2012-09-12_12_43_06.jpg,32,40,empty,807,183,842,222
17,images\train\2012-09-12_12_43_06.jpg,34,39,empty,844,183,879,222
18,images\train\2012-09-12_12_43_06.jpg,35,36,occupied,880,182,915,219
19,images\train\2012-09-12_12_43_06.jpg,38,40,occupied,917,182,956,222
